casts,popularity,imdb_avgRating
Aming Sugandhi,1.3999999999999997,6.566666666666667
Amir Abou-Rass,0.6,5.5
Amir Aghaei,4.108,7.4
Amir Arison,5.565,4.9
Amir Bar-Lev,0.6,7.1
Amir Barghashi,0.6,5.2
Amir Chamdin,0.6,6.1
Amir Darvish,0.6,4.6
Amir Dashtban,0.6,
Amir Eid,0.6,6.2
Amir Farid,0.6,3.5
Amir Hadzic,0.6,6.3
Amir Hossein Seddigh,0.6,4.25
Amir Jafari,0.6,4.7
Amir Karara,5.294,6.225
Amir Mesri,0.6,7.1
Amir Motlagh,0.6,
Amir Muhammad,0.6,6.8
Amir Salamatzadeh,0.6,6.1
Amir Talai,1.458,8.0
Amir Yerushalmi,0.6,7.3
Amir-Hossein Bidgoli,0.6,4.9
Amira Casar,2.0810000000000004,5.678947368421053
Amira Helene Larsen,0.6,6.9
Amira Khalifa,0.6,4.55
Amira Lynn,0.694,3.8
Amirhossein Rostami,1.4,3.8
Amiri Baraka,0.6,7.425000000000001
Amirul Afiq Bin Amri,0.6,3.7
Amirul Huq Chowdhury,0.6,7.7
Amirul Islam,0.6,6.9
Amit,0.6,3.0
Amit Behl,1.3999999999999997,4.766666666666667
Amit Kumar,0.6,3.7
Amit Kumar Tiwari,1.529,7.0
Amit Lior,0.6,6.3
Amit Mestechkin,0.6,6.0
Amit Pachori,0.6,4.824999999999999
Amit Patel,0.6,7.1
Amit R. Pandey,0.6,4.8
Amit Sadh,0.6,7.3
Amit Saha,0.6,7.1
Amit Sarin,1.4,5.1
Amit Sial,0.6,6.9
Amit Singh Thakur,0.6,3.5
Amit Tripuraneni,0.6,3.4
Amitabh Bachchan,4.449000000000005,5.915517241379311
Amitabh Bhattacharjee,0.6,6.3
Amitabh Srivastava,0.6,4.5
Amitay Yaish,0.6,7.0
Amitha Rao,0.6,5.4
Amittada Chinsamred,0.6,5.3
Amiya Lee,0.6,5.8
Amiée Conn,1.473,9.0
Amjad Zakaria,0.6,6.8
Aml Ameen,0.761,6.8
Ammar Al Rahma,0.6,5.7
Ammar Chalak,0.6,8.0
Ammar Nemo,2.58,4.8
Ammara Assawanon,0.6,6.3
Ammiel Alcalay,0.6,8.7
Ammtoje Mann,0.6,6.3
Ammu Abhirami,0.828,6.8
Amna Ilyas,1.396,5.9
Amneris Morales,0.6,8.0
Amnon Friedman,0.6,3.6
Amnon Wolf,0.6,6.233333333333333
Amogh Siddarth,0.6,6.1
Amol Palekar,0.828,5.8
Amor Owens,0.618,5.7
Amorita Rasgado,0.6,4.9
Amornpan Kongtrakarn,0.6,5.3
Amornrit Sriphung,0.6,4.5
Amorntep Musigjieoranunt,0.6,6.3
Amos Crawley,0.84,6.25
Amos Gitai,1.008,5.6
Amos Lavi,0.6,5.133333333333333
Amos Lavie,0.6,6.8
Amos Oz,0.764,6.8
Amos Poe,0.84,7.1
Amos Tamam,2.362,7.1
Amos Vogel,0.6,7.35
Ampairat Techapoowapat,0.6,5.2
Ampaiwan Techapoowapat,0.6,5.2
Amparo Baró,1.132,7.15
Amparo Garrido,0.6,6.7
Amparo Grisales,1.4,6.3
Amparo Larrañaga,1.4,5.0
Amparo Moreno,0.84,6.366666666666667
Amparo Muñoz,1.4,5.8
Amparo Noguera,1.9600000000000004,6.2299999999999995
Amparo Pamplona,1.38,4.1
Amparo Soler Leal,0.6,6.2
Amparo Valle,1.9600000000000002,6.319999999999999
Amphol Lampoon,0.98,6.033333333333334
Ampon Rattanawong,0.6,6.4
Amporn Pankratok,0.6,5.3
Amr Abdel-Geleel,0.6,6.0
Amr Abed,0.6,6.5
Amr Mamdouh,0.6,5.0
Amr Saad,0.917,3.5
Amr Wahba,0.6,5.2
Amr Waked,2.0608333333333335,5.8
Amrapali Ambegaokar,0.6,7.2
Amriena,0.6,4.2
Amrin Qureshi,0.6,
Amrinder Gill,0.98,7.1
Amrinder Sodhi,0.98,4.9
Amrish Puri,3.6440000000000015,5.499999999999999
Amrit Patel,0.6,2.6
Amrit Randhawa,0.6,6.2
Amrita Arora,1.3998571428571431,4.521428571428571
Amrita Dhaliwal,0.6,
Amrita Rao,0.84,5.281818181818182
Amrita Singh,0.996,6.233333333333333
Amruta Subhash,1.96,7.7250000000000005
Amrutha Iyengar,0.6,8.3
Amthida Ngoencharoen,0.6,5.75
Amu Ueka,0.6,
Amy Acker,2.092,4.25
Amy Adams,17.065,6.479166666666668
Amy Aeschliman,1.528,5.5
Amy Aivazian,0.6,6.2
Amy Anderson,0.6459999999999999,4.65
Amy Aquino,2.102,6.266666666666667
Amy Austin,0.828,6.6
Amy Austria,0.84,6.8090909090909095
Amy Ballantyne,0.6,5.2
Amy Barkley,0.6,
Amy Black,0.6,1.9
Amy Blackburn,0.694,4.2
Amy Boiro,0.6,6.8
Amy Brassette,1.388,4.1
Amy Brenneman,5.119,6.528571428571428
Amy Brienes,0.6,5.5
Amy Brower,0.6,
Amy Bunting,0.6,6.8
Amy Burnett,1.4,6.0
Amy Cale Peterson,0.6,6.4
Amy Chang,0.6,8.2
Amy Chum,0.6,6.3
Amy Cocchiarella,0.6,4.7
Amy Cohen Banker,0.6,
Amy Correa,0.6,5.8
Amy Couldwell,0.6,4.8
Amy Davidson,0.8879999999999999,5.449999999999999
Amy Elizabeth,0.6,7.0
Amy Esterle,0.6,3.7
Amy Fan,1.4,4.5
Amy Farrington,2.814,3.9
Amy Faust,0.6,6.6
Amy Forsyth,1.885,8.2
Amy Gillespie,1.4,3.3
Amy Goodman,0.6,6.3
Amy Gordon,0.6,3.7
Amy Halpern,1.4,8.0
Amy Hargreaves,3.352,6.375
Amy Harvey,0.6,5.2
Amy Hill,4.034999999999999,5.854545454545455
Amy Hoerler,0.6,5.3
Amy Holden Jones,1.312,7.3
Amy Holt,0.608,5.5
Amy Huberman,0.8666666666666666,4.6000000000000005
Amy Hunter,1.614,6.166666666666667
Amy Irving,0.859,6.449999999999999
Amy Jean Johnson,0.6,5.5
Amy Jo Brogan,0.6,4.3
Amy Jo Johnson,2.925,5.26
Amy Jurewicz,0.6,7.4
Amy Lally,0.6,
Amy Lalonde,0.833,4.25
Amy Lam,0.6,6.3
Amy Landecker,1.946,6.4
Amy Lee,2.223,2.9
Amy Lemons,0.766,6.3
Amy Len,0.6,5.3
Amy Lindsay,4.6165714285714285,4.742857142857142
Amy Locane,1.166,4.2
Amy London,0.6,4.1
Amy Lyndon,0.6,6.4
Amy Lynn Baxter,1.237,3.7
Amy Lynn Best,0.6,3.3333333333333335
Amy MacFarlane,0.6,
Amy Madigan,1.4933333333333334,5.883333333333333
Amy Main,0.6,5.85
Amy Mastura,0.6,6.5
Amy Matysio,2.107,6.333333333333333
Amy Miller,0.6,4.8
Amy Moon,0.6,4.2
Amy Morgan,0.98,6.4
Amy Morris,0.6,3.55
Amy Okuda,2.592,6.6
Amy Olivastro,0.6,3.9
Amy Parks,0.6,3.5
Amy Perez,0.6,6.3
Amy Perfect,0.6,4.9
Amy Pietz,2.166,5.65
Amy Poehler,3.4489999999999985,5.76875
Amy R. Swaim,0.6,3.3
Amy Ray,0.6,7.3
Amy Raymond,0.6,6.65
Amy Redford,1.3999999999999997,5.133333333333334
Amy Redmond,0.6,4.7
Amy Reece,1.4,5.6
Amy Renée Garcia,0.6,4.4
Amy Resnick,0.6,6.2
Amy Robbins,0.98,5.5
Amy Rochelle,0.84,4.5
Amy Ryan,4.1499999999999995,6.579999999999999
Amy Ryder,1.38,7.0
Amy Saylak,0.6,7.3
Amy Schlagel,0.6,4.8
Amy Schumer,1.857,
Amy Search,0.84,7.3
Amy Sedaris,6.223,6.00625
Amy Seimetz,4.738,7.033333333333332
Amy Shiels,1.22,6.8
Amy Siriya,0.98,5.0
Amy Sloan,0.96,4.5600000000000005
Amy Smallman,1.22,5.8
Amy Smart,7.677999999999999,6.131578947368421
Amy Snow,0.6,4.4
Amy Sobol,0.884,6.466666666666666
Amy Soraghan,0.6,2.6
Amy Stewart,3.314571428571429,6.542857142857144
Amy Stiller,1.96,5.2
Amy Stoch,0.665,6.0
Amy Stuart,0.6,2.3
Amy Tan,0.6,7.5
Amy Tenaglia,0.6,2.9
Amy Thiel,0.6,4.5
Amy Van Nostrand,0.92,5.9
Amy VandenBerghe,0.6,2.6
Amy Wallace,0.6,5.4
Amy Weber,1.7,4.233333333333333
Amy Williams,1.094,7.8
Amy Winehouse,0.98,
Amy Wren,0.6,6.3
Amy Wright,1.572,5.5
Amylia Joiner,0.6,3.5
Amyra Dastur,1.702,
Amyth Sethi,0.6,
Amália Rodrigues,0.6,8.5
Amélia Bittencourt,1.4,6.1
Amélia Corôa,0.6,6.0
Amélie Daure,0.6,6.2
Amélie Grenier,0.6,6.2
An Miller,0.6,7.1
An Mizuki,0.6,
An Nguy,0.6,4.6
An Nguyen,0.6,6.3
An Ogawa,0.6,5.9
An Ziyi,2.648,
Ana Abad-Santos,1.532,7.1
Ana Alexander,4.285,4.875
Ana Alvarez,0.6,7.1
Ana Antić,0.6,
Ana Areginalaza,0.6,5.5
Ana Asensio,1.604,6.699999999999999
Ana Ayora,1.778,7.1
Ana Beatriz Nogueira,0.884,6.233333333333333
Ana Begić,1.3999999999999997,6.466666666666666
Ana Belén,0.6,6.8500000000000005
Ana Brandão,0.9820000000000001,5.720000000000001
Ana Bretšnajder,0.6,5.5
Ana Brito e Cunha,0.6,6.2
Ana Buljan,0.98,6.3
Ana Bustorff,1.4350000000000003,6.012499999999999
Ana Cambre,0.6,6.9
Ana Capri,0.6750000000000002,6.173333333333333
Ana Carabajal,0.6,6.9
Ana Caterina Morariu,0.6,6.6
Ana Cecilia Natteri,0.98,6.1
Ana Cecília Costa,1.4,7.35
Ana Celentano,0.652,6.2
Ana Ciontea,0.6,6.35
Ana Clara Fischer,0.6,
Ana Clarissa Murillo,0.6,7.3
Ana Claudia Talancón,5.128999999999999,5.709090909090909
Ana Colchero,0.6,6.3
Ana Couto,0.6,5.0
Ana Cristina Botero,0.6,4.3
Ana Cristina Oliveira,1.82,5.5
Ana Cuerdo,0.6,5.4
Ana Cánovas,0.6,2.6
Ana Dimitrijevic,0.6,5.4
Ana Domínguez,0.6,6.4
Ana Escobar Lara,0.6,7.5
Ana Fernández,0.6905555555555555,6.025
Ana Fibla,0.6,7.4
Ana Franić,0.6,6.6
Ana Franjić,0.6,6.0
Ana Furtado,1.4,6.5
Ana Gantes,0.6,6.2
Ana Gasteyer,2.797,4.95
Ana Gerena,3.044,7.1
Ana Girardot,2.744,6.5
Ana Gracia,1.78,5.575
Ana Graham,0.6,6.9
Ana Guevara,0.6,6.2
Ana Guzman,0.6,5.9
Ana Haramboure,0.6,4.7
Ana Isabel Velásquez,0.6,6.7
Ana Isabelle,0.6,5.2
Ana Jiménez,0.6,7.3
Ana Julia Catalá,0.6,5.2
Ana Karakaš,0.6,6.1
Ana Karić,1.535,6.75
Ana Katz,1.4,6.625
Ana Kayne,0.708,5.8
Ana Kerin,0.6,5.8
Ana Kostovska,0.6,6.2
Ana Kvrgić,0.98,6.8
Ana La Salvia,0.694,5.2
Ana Laić,0.6,6.0
Ana Layevska,1.357,6.15
Ana Lopes,0.766,5.5
Ana Lorena,0.6,5.6
Ana Lucía Billate,0.6,6.466666666666666
Ana Luisa Rabelo,0.6,6.3
Ana Luisa Sánchez,0.6,
Ana Luiza Garritano,0.6,7.2
Ana Lúcia Menezes,0.6,1.9
Ana Lúcia Torre,0.6,5.7
Ana Magaia,0.6,3.4
Ana Maljević,0.6,5.3
Ana Maria Imizcoz,0.6,5.9
Ana Maria Magalhães,1.548,7.8
Ana Maria Mainieri,0.6,6.699999999999999
Ana Maria Miranda,1.4,7.1
Ana Marija Percaić,0.828,6.3
Ana Marković,0.98,6.5
Ana María Acevedo,0.6,6.7
Ana María Arango,0.6,6.199999999999999
Ana María Colombo,0.6,5.8
Ana María Kamper,0.6,5.800000000000001
Ana María Montero,0.6,4.3
Ana María Naranjo,0.6,6.7
Ana María Nazar,0.6,4.9
Ana María Orozco,1.4,5.85
Ana María Picchio,0.6,4.8
Ana María Ríos,0.6,
Ana María Vidal,0.6,6.3
Ana María Zapata,0.6,7.2
Ana Matronic,0.6,6.8
Ana Melo,0.6,5.4
Ana Mercedes,1.4,3.3
Ana Milena Londoño,0.6,6.3
Ana Moreira,1.0939999999999999,5.776923076923077
Ana Nave,0.6,5.1
Ana Obregón,0.62,8.6
Ana Ofelia Murguía,0.84,6.5
Ana Otero,0.6,5.5
Ana Padrão,0.84,6.1499999999999995
Ana Pallejá,0.6,5.7
Ana Papadopulu,1.176,6.966666666666666
Ana Pascual,0.6,6.5
Ana Patricia Rojo,1.22,3.2
Ana Paula Almeida,0.6,1.9
Ana Paula Arósio,2.079,6.050000000000001
Ana Paula Bouzas,1.4,6.6
"Ana Paula Corpus,",0.6,5.7
Ana Paula Rodríguez de la Vega,0.6,6.2
Ana Paula Santos,0.6,6.8
Ana Pauls,0.6,4.2
Ana Poliak,0.6,6.7
Ana Polvorosa,2.141,3.9333333333333336
Ana Popescu,0.828,5.3
Ana Rayo,0.6,6.4
Ana Reeder,0.9170000000000001,5.566666666666667
Ana Risueño,1.275,4.959999999999999
Ana Rita Gurgel,0.6,5.5
Ana Roces,1.38,6.3
Ana Rodriguez,0.6,
Ana Rosa De Eizaguirre Butler,0.6,4.3
Ana Rosa Guggiari,0.6,5.9
Ana Rosita,0.6,6.2
Ana Ruiz,0.6,2.7
Ana Ruiz Castro,0.98,6.7
Ana Rujas,0.744,
Ana Sakić,1.4,5.6
Ana Samardzija,1.4,6.7
Ana Sanchez,0.84,5.5
Ana Scotney,0.6,9.6
Ana Serradilla,0.6,5.8999999999999995
Ana Sidel,0.694,4.6
Ana Sofia Liaño,0.6,7.2
Ana Sofia Varela,0.6,7.1
Ana Sofrenović,1.052,6.950000000000001
Ana Soler,0.6,4.7
Ana Stefanović,0.6,5.275
Ana Temeljotov,0.6,6.4
Ana Torrent,3.256,6.124999999999999
Ana Turpin,0.84,4.0
Ana Turturica,0.6,8.3
Ana Ularu,4.327,6.779999999999999
Ana Valeria Dini,0.6,6.7
Ana Videira,0.6,5.6
Ana Villa,0.6,7.5
Ana Vilov,0.6,
Ana Wagener,3.2160000000000006,6.557142857142858
Ana Zanatti,1.008,6.033333333333334
Ana de Armas,15.571,4.933333333333334
Ana de la Reguera,6.509999999999999,6.242857142857143
Ana Álvarez,0.84,4.766666666666667
Ana-Luisa Gálvez,0.6,6.7
Anabel Alonso,0.6,5.5
Anabela Brígida,0.6,
Anabela Moreira,0.6,5.566666666666666
Anabell Alberto,0.6,4.1
Anabelle Acosta,1.891,8.3
Anabelle Lachatte,0.828,6.5
Anabelle Ulloa,0.6,6.4
Anacleto Rentería Díaz,0.6,7.2
Anagha L. K.,1.96,6.1
Anahid Avanesian,0.6,4.9
Anahit Harutyunyan,0.6,5.9
Anahita Oberoi,0.6,5.824999999999999
Anahí Hoeneisen,0.6,6.3
Anahí Martella,0.6,5.4
Anahí de Cárdenas,0.917,6.5
Anais Gonzalez,0.6,6.9
Anais Granofsky,1.219,6.2
Anais L. Blake,0.6,3.8
Anaita Shroff Adajania,1.534,7.9
Analeigh Tipton,5.128,5.8
Analiese,0.6,8.3
Analu Silveira,0.6,3.2
Analyn Bangsi-il,0.6,7.4
Analía Cabanne,0.6,
Analía Couceyro,0.84,5.7250000000000005
Analía Ivars,2.538,5.0
Analía Malvido,0.6,3.2
Analú Flores,0.6,6.2
Anamaria Marinca,1.144,7.375
Anamaria Vartolomei,4.676,5.9
Anamarija Crivellari,0.6,7.1
Anan Anwar,0.6,5.1
Anan Boonnak,0.98,5.6
Anana Rydvald,1.614,5.8
Anand,0.6,6.6
Anand Abhyankar,0.6,6.8
Anand Deverakonda,0.6,5.8
Anand Patwardhan,0.6,8.3
Anand Raj Anand,0.6,3.3
Ananda Athukorala,0.6,
Ananda Everingham,1.445,5.685714285714285
Ananda George,0.6,6.35
Ananda Karekar,0.6,6.0
Anandaraj,0.607,5.533333333333334
Anandi Ghose,0.6,6.3
Anang Desai,1.115,5.263636363636364
Anant Boonnark,0.6,5.14
Anant Jog,0.6,7.05
Anant Nag,0.9800000000000002,6.883333333333333
Anant Sammarsup,0.6,6.5
Ananta Rispo,0.6,5.8
Ananth,1.38,7.0
Ananth Narayan Mahadevan,0.8400000000000001,5.32
Ananya Kashyap,0.6,6.4
Ananya Khare,0.6,7.0
Ananya Pandey,0.6,2.4
Ananya Sharma,0.6,3.5
Anapola Mushkadiz,0.84,5.6
Anar Khalilov,1.96,3.8
Anar Vilas,0.6,6.6
Anartz Zuazua,0.828,6.1
Anas El Baz,0.652,6.4
Anas Wellman,0.98,6.1
Anasol,0.6,6.3
Anass Behri,0.6,5.8
Anastasia Aravina,0.98,6.1
Anastasia Baranova,3.503,4.9
Anastasia Bucsis,0.6,
Anastasia Dolan,0.6,6.4
Anastasia Elfman,0.6,6.6
Anastasia Gershman,1.38,6.0
Anastasia Griffith,3.303,6.15
Anastasia Hille,1.176,5.825
Anastasia Ingilizova,0.6,7.3
Anastasia Kavalenko,0.6,5.8
Anastasia Kimmett,0.6,2.3
Anastasia Kolpakova,0.6,7.0
Anastasia Lyubimova,0.6,6.8
Anastasia Marinina,7.259,5.8
Anastasia Mayo,0.98,5.5
Anastasia Rafaela Konidi,0.6,5.4
Anastasia Sanidopoulos Mousis,2.85,7.8
Anastasia Seglia,0.6,5.6
Anastasia Sivayeva,2.798,4.8
Anastasia Zurkalova,0.6,6.2
Anastasios Soulis,2.222,5.333333333333333
Anastasios Vasiliou,0.6,6.2
Anastasis Kolovos,0.6,6.55
Anastasiya Bezborodova,0.6,6.3
Anastasiya Bogatyreva,0.98,5.3
Anastasiya Denisova,1.669,5.9
Anastasiya Grebennikova,0.6,6.8
Anastasiya Khmelinina,0.6,7.1
Anastasiya Kuimova,0.6,5.0
Anastasiya Lapina,0.6,3.5
Anastasiya Makeyeva,0.84,6.133333333333333
Anastasiya Meskova,1.415,6.2
Anastasiya Nemolyaeva,1.529,6.3
Anastasiya Renard,1.62,7.7
Anastasiya Richi,0.6,5.4
Anastasiya Sapozhnikova,1.214,6.1
Anastasiya Sedikova,0.6,
Anastasiya Shcheglova,1.529,6.6
Anastasiya Stezhko,0.934,4.6
Anastasiya Todorescu,1.4,4.7
Anastasiya Tsvetayeva,0.6,5.5
Anastasiya Ukolova,3.388,3.8
Anastasiya Venkova,1.4,5.1
Anastasiya Vertinskaya,2.064,5.8999999999999995
Anastasiya Zadorozhnaya,4.144,5.5
Anastasiya Zavorotnyuk,1.935,4.4
Anastassia Liutova,0.6,6.65
Anastázie Chocholatá,1.837,5.800000000000001
Anasuya Bharadwaj,1.63,5.0
Anaswara Rajan,2.304,6.3999999999999995
Anat Klausner,0.648,6.95
Anat Ravnizky,0.6,7.0
Anat Waxman,0.6,6.633333333333333
Anatol Constantin,0.6,7.5
Anatol Yusef,0.838,6.1
Anatole Taubman,2.1179999999999994,6.060000000000001
Anatoli Adoskin,1.114,6.85
Anatoli Barchuk,0.6,6.8
Anatoli Buldakov,0.6,6.5
Anatoli Dubinkin,0.6,6.5
Anatoli Guryev,0.6,6.0
Anatoli Karpov,0.6,6.8
Anatoli Khostikoyev,0.98,6.8
Anatoli Klochyev,0.6,6.5
Anatoli Otradnov,0.6,6.7
Anatoli Petrov,1.69,7.0
Anatoli Rudenko,0.6,6.9
Anatoli Vasilyev,0.6,5.533333333333332
Anatoli Zhuravlyov,0.631,7.1
Anatolii Maksymiuk,0.6,6.9
Anatolij Pak,0.6,5.9
Anatoliy Gorin,0.728,6.4
Anatoliy Gushchin,0.6,5.9
Anatoliy Kontush,0.98,4.3
Anatoliy Kotenyov,1.001,6.5
Anatoliy Kuznetsov,0.6,3.3
Anatoliy Lobotskiy,0.694,6.3
Anatoly Belyy,1.1199999999999999,5.25
Anatoly Goryachev,0.6,6.1
Anatoly Kirillin,0.6,7.3
Anatoly Kot,0.6,6.0
Anatoly M. Sagalevitch,0.6,6.4
Anatoly Mankhadykov,0.6,6.1
Anatoly Slivnikov,0.6,6.3
Anatoly Zhitnik,0.6,4.2
Anaya Farrell,1.4,5.25
Anaïs,0.6,7.2
Anaïs Chunleau,0.6,6.6
Anaïs Demoustier,1.6200000000000006,5.874999999999999
Anaïs Reboux,0.6,6.5
Anaïs Tobelem,0.6,6.4
Anaïs de Courson,0.6,6.0
Anca Ahrfrescu,0.6,7.2
Anca Florea,0.6,6.5
Anca Pop,0.6,6.5
Anca-Ioana Androne,1.128,5.4
Anchana Phetjinda,0.6,6.3
Anciano Arpa,0.6,5.8
Anda,0.6,6.0
Andee Frizzell,3.259,4.1
Andero Ermel,0.6,7.1
Anders Ahlbom,0.996,4.5
Anders Andersson,0.6,4.8
Anders Baasmo Christiansen,2.37,5.775
Anders Berg,0.764,6.5
Anders Borchgrevink,0.98,7.4
Anders Dale,0.694,6.4
Anders Danielsen Lie,1.417,7.4
Anders Eriksson,1.96,6.2
Anders Fjell,0.84,5.7
Anders Hatlo,0.84,4.7
Anders Hermann Clausen,0.98,4.8
Anders Hoff,0.6,5.7
Anders Hove,2.0971999999999995,6.300000000000001
Anders Janzon,0.6,5.3
Anders Jormin,0.6,7.5
Anders Lundin,1.166,4.6
Anders Matthesen,1.4,6.75
Anders Mordal,1.792,5.4
Anders Nyborg,0.6,7.1
Anders Nygårds,0.652,6.3
Anders T. Andersen,0.7159999999999999,6.1000000000000005
Anders Tolergård,0.6,5.4
Anders Ulrich,0.6,5.5
Anders Valentinus Dam,0.6,5.5
Anders Villadsen,0.6,7.4
Anders W. Berthelsen,0.6,5.628571428571428
Anders Österholm,0.608,5.5
Anders Östlund,0.6,3.2
Andersen Gabrych,1.38,5.266666666666667
Anderson Ballesteros,1.214,6.8
Anderson Balsero,0.6,6.3
Anderson Mello,0.6,5.8
Anderson Sa,0.828,7.1
Andhara Early,0.6,5.2
Andhika Gumilang,0.6,5.8
Andhika Pratama,0.6,5.4
Andi Eystad,1.532,3.5
Andi Feldmann,0.6,5.6
Andi Knoll,0.6,5.6
Andi Matichak,3.448,
Andi Vasluianu,0.8280000000000001,7.42857142857143
Andie Boye,0.6,6.0
Andie MacDowell,2.8120000000000003,5.135714285714285
Andile Kosi,0.6,6.6
Andile Tshoni,0.6,6.5
Andis Strods,0.6,6.6
Andishe Fooladvand,0.84,4.25
Andiswa Kedama,0.6,6.5
Andoni Agirregomezkorta,0.6,4.2
Andoni Gracia,1.4000000000000001,5.6499999999999995
Andor Lukáts,0.9245,6.35
Andoy Ranay,0.6,5.3999999999999995
Andra Guți,0.6,6.5
Andrade Jr.,0.6,5.866666666666667
Andrae Noel,0.6,3.3
Andranic Manet,0.84,
Andraya Yearwood,0.6,8.1
Andraž Polič,0.98,5.8
Andraž Trkman,0.6,7.1
Andre Agassi,0.6,7.8
Andre B. Blake,2.187,5.233333333333333
Andre Bolourchi,0.6,4.3
Andre Braugher,3.3730000000000007,6.2250000000000005
Andre Brüggemann,0.6,5.1
Andre Buckner,0.6,4.4
Andre Darnell Myers,0.6,7.3
Andre De Leon,0.6,6.7
Andre Frere,0.6,
Andre Keuck,0.6,7.2
Andre L. Gainey,0.6,3.2
Andre Luis Azevedo,0.6,7.1
Andre McCoy,0.6,3.4499999999999997
Andre Meadows,0.98,6.5
Andre Mehmari,0.6,
Andre Noble,0.6,6.3
Andre Odendaal,0.84,6.3
Andre Pierre,0.6,8.0
Andre Rousseau,0.6,6.3
Andre Royo,0.6,5.85
Andre Schneider,0.6,6.25
Andre Smith,0.6,3.2
Andre Soriano,0.6,
Andre Stojka,0.6,6.25
Andre Taulany,0.6,6.9
Andre Ware,1.4,5.0
Andre Weideman,1.4,4.4
Andrea Aguirre,0.6,
Andrea Aković,0.6,6.3
Andrea Alfonso,0.6,3.6
Andrea Anastasio,0.6,
Andrea Anders,0.716,5.9
Andrea Andes,0.6,6.0
Andrea Andrade,0.6,4.1
Andrea Appi,0.84,4.4
Andrea Ascolese,0.98,6.65
Andrea Autullo,0.6,5.5
Andrea Balducci,0.6,6.0
Andrea Bendewald,3.618,6.233333333333334
Andrea Berecková,0.6,5.0
Andrea Blarzino,0.6,6.8
Andrea Blasco,0.6,5.5
Andrea Bogart,2.985,4.185714285714285
Andrea Bonella,1.003,5.800000000000001
Andrea Bosca,1.2225000000000001,6.6
Andrea Bowen,3.417,5.7
Andrea Brillantes,1.166,6.449999999999999
Andrea Brooks,5.032,5.65
Andrea Bruschi,0.6,4.766666666666667
Andrea Bræin Hovig,0.863,6.0
Andrea Buscemi,0.6,5.9
Andrea Bürgin,0.694,7.0
Andrea Cambi,1.38,5.279999999999999
Andrea Camilleri,0.694,
Andrea Carballo,0.94,6.5
Andrea Chapman,0.6,4.2
Andrea Chen,1.4,7.9
Andrea Choi On-Kiu,0.6,5.5
Andrea Coppola,2.11,5.8
Andrea Cordova,0.6,4.6
Andrea Corr,1.176,7.4
Andrea Davis,1.0055,5.25
Andrea Del Boca,1.87,5.9
Andrea Del Rosario,3.9040000000000004,6.6230769230769235
Andrea Demetriades,0.6,3.5
Andrea Di Marco,0.98,6.1
Andrea Di Maria,0.968,5.8
Andrea Di Stefano,0.652,5.680000000000001
Andrea Dian,0.6,7.0
Andrea Duarte,0.6,4.7
Andrea Edmondson,0.694,3.7
Andrea Emmes,0.6,6.4
Andrea Fagan,0.6,6.3
Andrea Fandos,0.6,6.6
Andrea Fantoni,0.6,5.1
Andrea Ferro Madrid,0.6,7.2
Andrea Fiorillo,0.6,6.7
Andrea Fischer,0.6,
Andrea Frankle,0.873,5.5
Andrea Fullajtár,1.166,5.5
Andrea Fumagalli,0.6,7.8
Andrea Galante,1.4,5.75
Andrea Gall,0.694,6.0
Andrea Gallo,0.605,6.1
Andrea Gambuzza,0.6,7.0
Andrea Garrote,0.694,5.7
Andrea Gherpelli,0.828,5.2
Andrea Golino,0.828,4.3
Andrea Granero,0.98,4.4
Andrea Grano,0.694,7.1
Andrea Guardiola,0.6,3.9
Andrea Gussoni,0.6,7.8
Andrea Guzmán,0.6,6.1
Andrea Hallem,0.6,
Andrea Herbert,0.6,5.8
Andrea Hoffmannová,1.38,3.7
Andrea Hutchison,0.84,4.8
Andrea Ilene Shapiro,0.6,
Andrea Irvine,1.4,6.4
Andrea Jankovics,0.6,5.9
Andrea Jeremiah,0.84,6.7
Andrea Jonasson,1.38,6.5
Andrea Lanfredi,0.6,6.4
Andrea Langi,0.6,6.2
Andrea Laurenzi,0.98,7.3
Andrea Lee,0.6,5.6
Andrea Legarreta,0.6,4.4
Andrea Leon,0.6,3.2
Andrea Levada,0.6,5.4
Andrea Lim,0.6,6.0
Andrea Lionetti,0.6,3.6
Andrea Logan White,1.214,5.175000000000001
Andrea Lupo,1.96,3.3
Andrea Marcovicci,0.6,4.8
Andrea Marika Siviero,0.6,5.9
Andrea Martin,2.057,5.877777777777777
Andrea Maulella,0.98,6.6
Andrea Mekić,0.6,5.6
Andrea Miglio Risi,0.6,6.2
Andrea Miltner,2.379,5.779999999999999
Andrea Montenegro,0.6,7.4
Andrea Montovoli,0.648,6.6
Andrea Morton,0.6,6.5
Andrea Nagy,0.6,4.9
Andrea Navedo,5.218,5.5
Andrea Necci,0.6,5.5
Andrea Nürnberger,0.6,6.0
Andrea Occhipinti,1.262,7.25
Andrea Osvárt,2.029,4.666666666666667
Andrea Pennacchi,2.9569999999999994,6.566666666666666
Andrea Pezzi,0.6,6.9
Andrea Pietra,1.4,6.2
Andrea Politti,0.6,6.0
Andrea Powell,1.539,5.05
Andrea Prodan,0.829,7.050000000000001
Andrea Purgatori,0.631,6.8
Andrea Quejuán,0.6,6.0
Andrea Renzi,1.3799999999999997,5.9818181818181815
Andrea Riccardo Bruschi,0.6,5.2
Andrea Riseborough,9.645,6.375
